,area_sqft,availability_date,balcony,base_price,bathroom,bedrooms,id,kitchens,latitude,living,locality_name,longitude,owner_name,post_date,price,property_name,zomato loc,zomato popularity,zomato price,zomato rating
110,1212,1-Sep-22,2,3350,2,3,554081,1,22.665262,1,Dunlop,88.371312,Bagaria Group,9-Nov-20,4060200,Bagaria Pravesh,,,,
111,1522,1-Dec-24,,8211,3,3,806281,1,22.5539607,1,Rajarhat,88.3710407,P S Primarc Projects LLP,13-Nov-20,12497142,The Soul,,,,
112,937,1-Aug-21,1,3600,2,2,769847,1,22.443479,1,Kamalgazi,88.389803,Natural Projects Pvt Ltd,17-Nov-20,3373200,Symphony Serenity,,,,
113,771,0,,2900,2,2,4138,0,22.493402,,Maheshtala,88.210954,Eden Real Estates PvtLtd,21-Oct-20,2235900,Eden City Maheshtala,Tara Tala,3.7,1.111111111,3.988888889
114,1159,0,,4200,2,2,17456,1,22.649895,1,Dunlop,88.379299,Saket Promoters Ltd,9-Nov-20,4867800,Saket Nagar,,,,
115,1159,0,,4200,2,2,17456,1,22.649895,1,Dunlop,88.379299,Saket Promoters Ltd,9-Nov-20,4867800,Saket Nagar,,,,
116,1191,1-Aug-21,2,3600,2,3,769847,1,22.443479,1,Kamalgazi,88.389803,Natural Projects Pvt Ltd,2-Nov-20,4287600,Symphony Serenity,,,,
117,826,1-Dec-21,,2651,2,2,875416,0,22.432112,,E M Bypass Extension,88.381536,Vishnu Group,17-Nov-20,2189726,Happy Homes V,,,,
118,944,1-Sep-22,1,3350,2,2,554081,1,22.665262,1,Dunlop,88.371312,Bagaria Group,17-Nov-20,3162400,Bagaria Pravesh,,,,
119,947,1-Jan-23,,8456,2,2,806281,1,22.5539607,1,Rajarhat,88.3710407,P S Primarc Projects LLP,13-Nov-20,8007832,The Soul,,,,
120,1462,0,,4200,3,3,17456,1,22.649895,1,Dunlop,88.379299,Saket Promoters Ltd,9-Nov-20,6140400,Saket Nagar,,,,
121,1524,0,1,2900,3,3,4138,1,22.493402,1,Maheshtala,88.210954,Eden Real Estates PvtLtd,21-Oct-20,4419600,Eden City Maheshtala,Tara Tala,3.7,1.111111111,3.988888889
122,771,0,,2900,2,2,4138,0,22.493402,,Maheshtala,88.210954,Eden Real Estates PvtLtd,12-Nov-20,2235900,Eden City Maheshtala,Tara Tala,3.7,1.111111111,3.988888889
123,1524,0,1,2900,3,3,4138,1,22.493402,1,Maheshtala,88.210954,Eden Real Estates PvtLtd,21-Oct-20,4419600,Eden City Maheshtala,Tara Tala,3.7,1.111111111,3.988888889
124,983,1-Dec-21,,2651,2,3,875416,0,22.432112,,E M Bypass Extension,88.381536,Vishnu Group,7-Nov-20,2605933,Happy Homes V,,,,
125,1535,0,1,4600,2,3,3444,1,22.582387,1,Rajarhat,88.453842,DSG Realty,19-Oct-20,7061000,Sureka Sunrise Greens,New Town,4.03,3,3.9
126,1462,0,,4200,3,3,17456,1,22.649895,1,Dunlop,88.379299,Saket Promoters Ltd,9-Nov-20,6140400,Saket Nagar,,,,
127,1534.494,1-Dec-21,2,4198,2,3,1048858,1,22.589093,1,New Town,88.473859,APNAGHAAR REALTY,16-Oct-20,6442800,Umang Vihar,,,,
128,1099,0,1,4000,2,2,84316,,22.622654,,Teghoria,88.435194,,28-Oct-20,4700000,Majumdar Sadhan Residency 2,,,,
129,1045,0,2,3700,2,2,46716,1,22.427963,1,Narendrapur,88.407401,SGIL Group,31-Oct-20,3866500,SGIL Gardenia,Narendra Pur,3.8,1.333333333,3.944444444
130,1267,0,1,3700,2,3,46716,1,22.427963,1,Narendrapur,88.407401,SGIL Group,31-Oct-20,4687900,SGIL Gardenia,Narendra Pur,3.8,1.333333333,3.944444444
131,712,0,1,3932,2,2,47518,,22.511184,,Maheshtala,88.21613,,21-Jul-20,2799000,Hiland Greens,Tara Tala,3.7,1.111111111,3.988888889
132,1119,1-Nov-23,,3515,,2,802832,0,22.698573,,Madhyamgram,88.469026,Rishi,5-Nov-20,3931552,RISHI Ventoso,Barasat,4.27,1.444444444,3.955555556
133,2600,0,,5400,4,4,8360,1,22.628549,1,Jessore Road,88.417697,SAINT FRANCIS REALTY,8-Oct-20,14040000,Emami City,Nagerbazar,4.73,2.222222222,4.133333333
134,1368,1-Dec-21,,5000,,3,161356,0,22.512626,,Dhakuria,88.370689,Adya Group,2-Nov-20,6840000,Adya Exotica Villa,Dhakuria,4.91,2.555555556,4.177777778
135,913,1-Dec-21,1,4050,2,2,787081,0,22.572458,,New Town,88.494418,Neelkanth Nirman Pvt Ltd,9-Nov-20,3697650,Chitrakut Heights,,,,
136,2606,0,2,6908,4,4,184549,,22.484581,,E M Bypass,88.389555,,8-Aug-20,18000000,Hiland Park,,,,
137,1002,1-Mar-21,,4532,2,2,766492,0,22.591565,,New Town,88.468703,Ambey Group,2-Nov-20,4538850,Ambey Eco Valley,,,,
138,1285,1-Dec-21,1,4050,2,3,787081,0,22.572458,,New Town,88.494418,Neelkanth Nirman Pvt Ltd,9-Nov-20,5204250,Chitrakut Heights,,,,
139,1741,1-Jan-25,,5363,3,3,1048210,1,22.567551,1,New Town,88.463143,Bengal Property,23-Oct-20,9336983,Purti Veda,,,,
140,1073,1-Jan-25,,5363,2,2,1048210,1,22.567551,1,New Town,88.463143,Bengal Property,23-Oct-20,5754499,Purti Veda,,,,
141,1291,1-Mar-21,,4518,3,3,766492,0,22.591565,,New Town,88.468703,Ambey Group,2-Nov-20,5832675,Ambey Eco Valley,,,,
142,712,0,1,3652,2,2,1002625,,22.5132689,,BataNagar,88.2229909,,27-Oct-20,2600000,Hiland Calcutta Riverside,,,,
143,1323,1-Jan-25,2,3915,2,3,803508,1,22.494129,1,Behala,88.274638,Bengal Greenfield Housing Development Co. Ltd. and Srijan Realty Ltd.,21-Oct-20,5471000,Greenfield City,,,,
144,1323,1-Aug-21,2,3915,2,3,803508,1,22.494129,1,Behala,88.274638,Bengal Greenfield Housing Development Co. Ltd. and Srijan Realty Ltd.,21-Oct-20,5471000,Greenfield City,,,,
145,924,0,,2600,,2,456121,0,22.85611985,,Chandannagar,88.36803256,Dutta Realty,6-Nov-20,2402400,Ganapati Abasan Teen Kanya,Chandannagar,2.94,1.222222222,3.666666667
146,972,1-May-24,,4200,2,2,1014138,0,22.587225,,New Town,88.502795,NK Realtors,12-Nov-20,4082400,Rishi Pranaya Phase 1,New Town,4.03,3,3.9
147,997,1-Dec-23,1,7200,3,3,905460,1,22.627561,1,Rajarhat,88.445494,Loharuka Group,13-Nov-20,7178400,Urban Greens Phase 2,,,,
148,712,0,1,3793,2,2,482115,,22.507985,,BataNagar,88.222798,,27-Oct-20,2500000,Highland Green River Bank,,,,
149,1059,0,2,4533,2,3,6066,,22.465619,,Tollygunge,88.330442,,25-Aug-20,4600000,Larica Tolly,,,,
150,2161,1-Oct-23,,7412,,4,768153,0,22.499612,,E M Bypass,88.408207,Natural Group & Shivom Realty,13-Nov-20,16000000,Shivom Utopia,,,,
151,1704,1-Oct-23,,7391,,3,768153,0,22.499612,,E M Bypass,88.408207,Natural Group & Shivom Realty,13-Nov-20,13000000,Shivom Utopia,,,,
152,1048,1-Oct-23,,7633,,2,768153,0,22.499612,,E M Bypass,88.408207,Natural Group & Shivom Realty,13-Nov-20,8000000,Shivom Utopia,,,,
153,885,1-Dec-20,1,3467,2,2,61496,1,22.436876,1,Garia,88.375041,Pioneer Property Management Ltd,17-Nov-20,2982450,Prudent Prana,Garia,3.8,1.333333333,3.944444444
154,993,1-Mar-22,1,4800,2,2,775905,1,22.551689,1,Tangra,88.393056,Bengal Property,16-Oct-20,4766400,Amarana Residences,Tangra,4.75,3.555555556,4.244444444
